from_id,to_id,tie_strength,physical_proximity,kinship_relation,sharing_history,kinship_encoded
H345,H853,0.25,0.0,sibling,2,3.0
H345,H691,0.5666666666666667,0.41250000000000003,neighbor,2,
H346,H742,0.7166666666666666,0.2833333333333333,other,1,1.0
H347,H109,0.016666666666666607,0.8625,cousin,2,2.0
H347,H9,0.8833333333333333,0.42916666666666664,other,1,1.0
H347,H707,0.9666666666666666,0.7333333333333334,neighbor,1,
H348,H882,0.5666666666666667,0.6958333333333334,neighbor,1,
H349,H558,0.7666666666666666,0.6208333333333335,neighbor,0,
H349,H711,0.21666666666666667,0.6250000000000001,neighbor,1,
H349,H528,0.4666666666666668,0.6458333333333334,neighbor,2,
H350,H531,0.1333333333333333,0.7166666666666668,cousin,0,2.0
H350,H708,0.9333333333333333,0.5583333333333333,other,1,1.0
H350,H199,0.7333333333333332,0.5125000000000001,other,1,1.0
H351,H556,0.6500000000000001,0.3208333333333333,neighbor,0,
H352,H856,0.7166666666666666,0.45416666666666666,sibling,1,3.0
H352,H621,0.033333333333333215,0.9833333333333335,cousin,1,2.0
H352,H771,0.75,0.16666666666666669,sibling,1,3.0
H352,H893,0.8500000000000001,0.2708333333333333,sibling,2,3.0
H353,H632,0.2833333333333332,0.3,other,2,1.0
H353,H376,0.1499999999999999,0.38333333333333336,neighbor,0,
H353,H996,0.06666666666666665,0.10416666666666667,neighbor,0,
H353,H198,0.29999999999999993,0.01666666666666667,other,0,1.0
H354,H253,0.29999999999999993,0.35833333333333334,sibling,0,3.0
H354,H150,0.8333333333333333,0.8041666666666667,sibling,1,3.0
H354,H980,0.9833333333333334,0.6083333333333334,neighbor,2,
H354,H89,0.33333333333333326,0.3083333333333333,cousin,0,2.0
H355,H851,0.34999999999999987,0.5291666666666668,cousin,1,2.0
H356,H394,0.34999999999999987,0.2708333333333333,cousin,2,2.0
H356,H743,0.6500000000000001,0.9083333333333333,other,2,1.0
H357,H562,0.1333333333333333,0.18333333333333335,sibling,0,3.0
H358,H920,0.7,0.9708333333333335,sibling,1,3.0
H358,H947,0.09999999999999998,0.04583333333333332,cousin,1,2.0
H359,H472,0.4666666666666668,0.36666666666666664,other,0,1.0
H359,H400,0.8166666666666667,0.9166666666666666,cousin,2,2.0
H360,H340,0.19999999999999996,0.39583333333333337,cousin,0,2.0
H360,H678,0.016666666666666607,0.8041666666666667,other,0,1.0
H360,H648,0.95,0.7708333333333334,cousin,1,2.0
H360,H312,0.1333333333333333,0.06666666666666667,sibling,0,3.0
H361,H725,0.75,0.10000000000000002,other,0,1.0
H361,H730,0.2833333333333332,0.8416666666666668,sibling,1,3.0
H362,H78,1.0,0.7583333333333334,neighbor,2,
H362,H151,0.6000000000000001,0.3,cousin,1,2.0
H362,H114,0.21666666666666667,0.9458333333333334,cousin,2,2.0
H363,H734,0.7666666666666666,0.28750000000000003,cousin,0,2.0
H363,H224,0.41666666666666674,0.037500000000000006,sibling,0,3.0
H363,H595,0.75,0.39583333333333337,neighbor,2,
H364,H143,0.6500000000000001,0.4666666666666666,cousin,2,2.0
H365,H141,0.4666666666666668,0.375,other,2,1.0
H365,H976,0.5166666666666666,0.5208333333333335,cousin,1,2.0
H365,H936,0.2833333333333332,0.25,other,1,1.0
H366,H328,0.21666666666666667,0.10416666666666667,other,1,1.0
H366,H612,0.6833333333333333,0.2708333333333333,neighbor,0,
H366,H642,0.8500000000000001,0.16666666666666669,other,2,1.0
H367,H415,1.0,0.31666666666666665,other,2,1.0
H368,H609,0.06666666666666665,0.9500000000000001,sibling,2,3.0
H368,H432,0.8999999999999999,0.7291666666666667,sibling,1,3.0
H369,H8,0.6666666666666667,0.3416666666666667,sibling,2,3.0
H369,H885,0.44999999999999996,0.07916666666666666,other,1,1.0
H369,H478,0.29999999999999993,0.35416666666666663,neighbor,0,
H370,H999,0.016666666666666607,0.10833333333333332,other,0,1.0
H370,H554,0.8500000000000001,0.9541666666666668,cousin,2,2.0
H370,H821,0.7666666666666666,0.8833333333333335,other,0,1.0
H370,H29,0.8999999999999999,0.16666666666666669,sibling,2,3.0
H371,H373,0.9833333333333334,0.47500000000000003,cousin,0,2.0
H372,H581,0.5,0.9291666666666668,sibling,1,3.0
H372,H596,0.9333333333333333,0.6333333333333334,neighbor,1,
H372,H759,0.3666666666666667,0.31666666666666665,neighbor,2,
H373,H253,0.5833333333333333,0.5958333333333334,sibling,0,3.0
H373,H161,0.2666666666666667,0.7375000000000002,cousin,1,2.0
H373,H971,0.8,0.8041666666666667,neighbor,1,
H374,H901,0.7166666666666666,0.01666666666666667,cousin,2,2.0
H374,H93,0.19999999999999996,0.11666666666666668,neighbor,1,
H374,H785,0.5666666666666667,0.5208333333333335,sibling,0,3.0
H374,H875,0.16666666666666663,0.12916666666666665,neighbor,0,
H375,H170,0.8833333333333333,0.5458333333333334,sibling,1,3.0
H376,H703,0.8,0.01666666666666667,sibling,2,3.0
H376,H551,0.34999999999999987,0.16249999999999998,other,2,1.0
H377,H817,0.7833333333333332,0.033333333333333326,cousin,0,2.0
H378,H941,0.7666666666666666,0.012499999999999997,sibling,0,3.0
H378,H390,0.19999999999999996,0.9833333333333335,sibling,2,3.0
H378,H8,0.55,0.125,cousin,1,2.0
H379,H400,0.11666666666666659,0.10833333333333332,neighbor,1,
H379,H575,0.6333333333333333,0.10416666666666667,neighbor,2,
H379,H278,0.5666666666666667,0.26666666666666666,cousin,2,2.0
H379,H892,0.16666666666666663,0.4666666666666666,sibling,0,3.0
H380,H498,0.29999999999999993,0.06666666666666667,other,0,1.0
H380,H609,0.016666666666666607,0.9,neighbor,2,
H381,H146,0.7333333333333332,0.7916666666666667,neighbor,2,
H382,H376,0.9666666666666666,0.1916666666666667,other,1,1.0
H383,H214,0.7166666666666666,0.5583333333333333,sibling,2,3.0
H384,H459,0.6833333333333333,0.2416666666666667,cousin,0,2.0
H384,H864,0.5333333333333332,0.5083333333333334,cousin,2,2.0
H385,H750,0.11666666666666659,1.0,other,0,1.0
H386,H70,0.8333333333333333,0.10833333333333332,cousin,2,2.0
H386,H851,0.04999999999999993,0.45416666666666666,neighbor,2,
H387,H598,0.75,0.5750000000000001,other,1,1.0
H387,H258,0.75,0.17083333333333334,other,1,1.0
H387,H974,0.6833333333333333,0.6625000000000001,sibling,0,3.0
H387,H91,0.75,0.2916666666666667,cousin,0,2.0
H388,H549,0.2333333333333334,0.7416666666666667,cousin,0,2.0
H388,H921,0.5,0.033333333333333326,sibling,1,3.0
H389,H91,0.2666666666666667,0.9125000000000001,other,0,1.0
H389,H42,0.5833333333333333,0.14166666666666666,neighbor,2,
H390,H222,0.44999999999999996,0.1333333333333333,other,0,1.0
H390,H624,0.29999999999999993,0.6083333333333334,sibling,0,3.0
H390,H512,0.16666666666666663,0.8750000000000001,sibling,1,3.0
H390,H220,0.7166666666666666,0.05,other,0,1.0
H391,H540,0.1499999999999999,0.9916666666666668,sibling,0,3.0
H391,H164,0.5333333333333332,0.75,sibling,1,3.0
H391,H259,0.06666666666666665,0.6291666666666668,cousin,1,2.0
H391,H593,0.2333333333333334,0.5416666666666667,cousin,2,2.0
H392,H747,0.7666666666666666,0.2791666666666667,neighbor,1,
H392,H712,0.43333333333333335,0.44999999999999996,cousin,1,2.0
H392,H816,0.5666666666666667,0.55,other,2,1.0
H392,H940,0.19999999999999996,0.3125,sibling,1,3.0
H393,H839,1.0,0.4708333333333334,other,1,1.0
H393,H805,0.5666666666666667,0.4,sibling,1,3.0
H393,H495,0.1499999999999999,0.9458333333333334,cousin,0,2.0
H394,H839,0.6500000000000001,0.7583333333333334,cousin,1,2.0
H394,H526,0.1333333333333333,0.9791666666666669,neighbor,2,
H394,H663,0.9833333333333334,0.2791666666666667,other,1,1.0
H395,H171,0.19999999999999996,0.125,sibling,1,3.0
H395,H616,0.9666666666666666,0.9291666666666668,other,0,1.0
H395,H772,0.29999999999999993,0.46249999999999997,other,1,1.0
H396,H469,0.2833333333333332,0.6875000000000001,sibling,1,3.0
H397,H590,0.8833333333333333,0.9666666666666667,neighbor,0,
H397,H783,0.6833333333333333,0.4,neighbor,2,
H398,H573,0.5166666666666666,0.5250000000000001,sibling,2,3.0
H399,H757,0.48333333333333317,0.8583333333333335,neighbor,0,
H400,H500,0.31666666666666654,0.5583333333333333,cousin,1,2.0
H401,H199,0.5666666666666667,0.008333333333333331,sibling,0,3.0
H401,H419,0.7666666666666666,0.6000000000000001,neighbor,0,
H401,H255,0.75,0.8375,other,2,1.0
H402,H152,0.04999999999999993,0.6833333333333333,cousin,2,2.0
H402,H838,0.8333333333333333,0.9666666666666667,other,1,1.0
H402,H413,0.1499999999999999,0.12916666666666665,cousin,1,2.0
H403,H255,0.44999999999999996,0.5583333333333333,cousin,2,2.0
H403,H218,0.04999999999999993,0.25416666666666665,cousin,1,2.0
H403,H372,0.3833333333333333,0.31666666666666665,cousin,1,2.0
H403,H428,0.11666666666666659,0.5833333333333334,cousin,1,2.0
H404,H795,0.9666666666666666,0.6875000000000001,cousin,2,2.0
H404,H247,0.9166666666666665,0.6833333333333333,neighbor,1,
H404,H448,0.5166666666666666,0.4083333333333334,other,0,1.0
H405,H213,0.8999999999999999,0.31666666666666665,cousin,2,2.0
H405,H795,0.3666666666666667,0.3333333333333333,sibling,1,3.0
H405,H347,0.18333333333333335,0.41250000000000003,sibling,1,3.0
H406,H898,0.7166666666666666,0.5875,cousin,2,2.0
H406,H376,0.016666666666666607,0.8875000000000001,other,0,1.0
H406,H340,0.7333333333333332,0.7000000000000001,neighbor,2,
H406,H377,0.18333333333333335,0.6291666666666668,other,1,1.0
H407,H531,0.2666666666666667,0.3333333333333333,other,2,1.0
H407,H355,0.8166666666666667,0.175,neighbor,0,
H407,H631,0.016666666666666607,0.3333333333333333,other,2,1.0
H408,H362,0.8666666666666667,0.4,sibling,1,3.0
H409,H919,0.11666666666666659,0.12083333333333333,other,0,1.0
H410,H584,0.9166666666666665,0.9083333333333333,sibling,2,3.0
H410,H339,0.18333333333333335,0.8625,cousin,2,2.0
H410,H618,0.3999999999999999,0.325,other,0,1.0
H411,H484,0.5,0.7583333333333334,other,0,1.0
H411,H830,0.2666666666666667,0.8041666666666667,neighbor,0,
H412,H904,0.41666666666666674,0.6541666666666667,cousin,1,2.0
H412,H89,0.04999999999999993,0.08333333333333333,neighbor,2,
H412,H299,0.8666666666666667,0.9083333333333333,other,1,1.0
H412,H938,0.2666666666666667,0.925,neighbor,0,
H413,H595,0.09999999999999998,0.5541666666666667,cousin,0,2.0
H413,H854,0.7833333333333332,0.7333333333333334,other,1,1.0
H413,H833,0.8999999999999999,0.39583333333333337,neighbor,2,
H414,H276,0.34999999999999987,0.1333333333333333,cousin,1,2.0
H415,H431,0.6166666666666667,0.3375,other,2,1.0
H415,H63,0.6166666666666667,0.004166666666666666,neighbor,2,
H415,H791,0.04999999999999993,0.5541666666666667,sibling,1,3.0
H415,H289,0.9333333333333333,0.0,other,1,1.0
H416,H96,0.29999999999999993,0.5791666666666667,other,0,1.0
H416,H133,0.016666666666666607,0.39166666666666666,neighbor,1,
H416,H5,0.19999999999999996,0.6166666666666668,sibling,2,3.0
H417,H538,0.7833333333333332,0.012499999999999997,sibling,2,3.0
H417,H707,0.19999999999999996,0.4958333333333334,neighbor,2,
H418,H752,0.9666666666666666,0.0625,sibling,2,3.0
H418,H943,0.48333333333333317,0.25416666666666665,cousin,0,2.0
H419,H523,0.21666666666666667,0.9708333333333335,sibling,0,3.0
H420,H885,0.21666666666666667,0.9583333333333334,sibling,2,3.0
H421,H851,0.2833333333333332,0.7458333333333333,other,2,1.0
H421,H886,0.5833333333333333,0.07500000000000001,neighbor,2,
H421,H923,0.9333333333333333,0.4083333333333334,sibling,1,3.0
H421,H315,0.1333333333333333,0.8583333333333335,cousin,1,2.0
H422,H782,0.04999999999999993,0.6625000000000001,cousin,2,2.0
H422,H605,0.9833333333333334,0.09166666666666666,sibling,0,3.0
H422,H592,0.2333333333333334,0.35416666666666663,other,0,1.0
H422,H688,0.7833333333333332,0.7666666666666667,neighbor,1,
H423,H995,0.5333333333333332,0.6291666666666668,neighbor,2,
H423,H438,0.08333333333333326,0.5750000000000001,neighbor,0,
H423,H293,0.48333333333333317,0.7125000000000001,other,1,1.0
H423,H150,0.34999999999999987,0.9666666666666667,other,0,1.0
H424,H629,0.033333333333333215,0.8833333333333335,other,2,1.0
H424,H893,0.2666666666666667,0.5416666666666667,neighbor,1,
H424,H651,0.09999999999999998,0.04583333333333332,sibling,2,3.0
H425,H383,0.31666666666666654,0.3875,cousin,2,2.0
H426,H229,0.5333333333333332,0.44166666666666665,sibling,2,3.0
H426,H812,0.18333333333333335,0.29583333333333334,cousin,2,2.0
H426,H329,0.8999999999999999,0.375,neighbor,0,
H426,H888,0.18333333333333335,0.25,cousin,1,2.0
H427,H414,0.6666666666666667,0.5416666666666667,cousin,0,2.0
H427,H429,0.34999999999999987,0.29583333333333334,neighbor,0,
H428,H8,0.1333333333333333,0.5125000000000001,other,2,1.0
H428,H376,0.55,0.012499999999999997,other,1,1.0
H428,H217,0.7666666666666666,0.7375000000000002,cousin,2,2.0
H428,H350,0.7833333333333332,0.5375,sibling,2,3.0
H429,H142,0.4666666666666668,0.2833333333333333,cousin,2,2.0
H429,H378,0.43333333333333335,0.8041666666666667,other,2,1.0
H429,H665,0.95,0.8583333333333335,sibling,0,3.0
H430,H731,0.5,0.6125,neighbor,2,
H430,H442,0.06666666666666665,0.1875,other,2,1.0
H430,H459,0.5166666666666666,0.8708333333333333,sibling,0,3.0
H431,H732,0.5666666666666667,0.7375000000000002,neighbor,0,
H431,H171,0.1499999999999999,0.1375,other,1,1.0
H431,H583,0.5,0.9666666666666667,sibling,0,3.0
H431,H413,0.6166666666666667,0.05416666666666667,cousin,1,2.0
H432,H693,0.44999999999999996,0.8291666666666667,sibling,0,3.0
H433,H46,0.016666666666666607,0.8333333333333335,cousin,1,2.0
H433,H13,0.6500000000000001,0.2458333333333333,cousin,1,2.0
H433,H195,0.9666666666666666,0.10833333333333332,neighbor,1,
H433,H206,0.3999999999999999,0.9666666666666667,neighbor,2,
H434,H961,0.9833333333333334,0.4333333333333333,neighbor,0,
H435,H92,0.3666666666666667,0.16666666666666669,cousin,2,2.0
H436,H42,0.7333333333333332,0.25,other,1,1.0
H436,H784,0.3666666666666667,0.7791666666666667,other,1,1.0
H436,H327,0.2333333333333334,0.07916666666666666,other,2,1.0
H437,H42,0.016666666666666607,0.7458333333333333,neighbor,0,
H438,H313,0.41666666666666674,0.012499999999999997,other,0,1.0
H438,H471,0.3833333333333333,0.08333333333333333,other,1,1.0
H438,H71,0.19999999999999996,0.6291666666666668,cousin,0,2.0
H438,H192,0.6000000000000001,0.30416666666666664,cousin,2,2.0
H439,H925,0.19999999999999996,0.9541666666666668,neighbor,2,
H439,H188,0.04999999999999993,0.48333333333333334,neighbor,1,
H439,H453,0.033333333333333215,0.8125,other,0,1.0
H439,H389,0.29999999999999993,0.8208333333333333,cousin,2,2.0
H440,H874,0.18333333333333335,0.125,other,1,1.0
H440,H104,0.25,0.02083333333333333,sibling,2,3.0
H440,H636,0.41666666666666674,0.3083333333333333,cousin,1,2.0
H440,H734,0.6333333333333333,0.15416666666666667,cousin,0,2.0
H441,H602,0.5666666666666667,0.07500000000000001,neighbor,0,
H441,H973,0.7333333333333332,0.09166666666666666,other,0,1.0
H441,H551,0.06666666666666665,0.3,cousin,2,2.0
H441,H302,0.6166666666666667,0.04166666666666667,neighbor,2,
H442,H489,0.9333333333333333,0.6708333333333334,cousin,1,2.0
H442,H542,0.5333333333333332,0.6333333333333334,other,1,1.0
H442,H199,0.2833333333333332,0.9458333333333334,sibling,2,3.0
H442,H731,0.8333333333333333,0.9291666666666668,other,1,1.0
H443,H846,0.6166666666666667,0.8875000000000001,other,2,1.0
H443,H563,0.016666666666666607,0.5666666666666668,sibling,0,3.0
H443,H401,0.5,0.325,sibling,0,3.0
H444,H332,0.8333333333333333,0.7916666666666667,other,1,1.0
H444,H663,0.8833333333333333,0.09583333333333334,sibling,2,3.0
H444,H953,0.41666666666666674,0.2708333333333333,other,2,1.0
H444,H693,0.04999999999999993,0.5708333333333334,neighbor,1,
H445,H992,0.25,0.35833333333333334,other,1,1.0
H446,H744,0.29999999999999993,0.9833333333333335,cousin,2,2.0
H446,H975,0.09999999999999998,0.5625,neighbor,0,
H446,H560,0.18333333333333335,0.55,neighbor,0,
H447,H877,0.3999999999999999,0.8250000000000001,cousin,0,2.0
H447,H834,0.2333333333333334,0.26666666666666666,cousin,2,2.0
H447,H159,0.3833333333333333,0.9833333333333335,other,0,1.0
H448,H239,0.033333333333333215,0.9083333333333333,neighbor,1,
H448,H880,0.25,0.6833333333333333,cousin,2,2.0
H449,H306,0.48333333333333317,0.6708333333333334,sibling,2,3.0
H450,H942,0.3999999999999999,0.9541666666666668,cousin,0,2.0
H451,H43,0.7833333333333332,0.3625,sibling,2,3.0
H451,H975,0.5166666666666666,0.5291666666666668,sibling,1,3.0
H451,H540,0.4666666666666668,0.10833333333333332,sibling,0,3.0
H452,H554,0.8999999999999999,0.8916666666666668,sibling,2,3.0
H452,H965,0.06666666666666665,0.058333333333333334,cousin,2,2.0
H452,H83,0.8500000000000001,0.7583333333333334,neighbor,2,
H453,H197,0.5166666666666666,0.6083333333333334,other,0,1.0
H453,H945,0.8833333333333333,0.8625,sibling,2,3.0
H453,H995,0.1499999999999999,0.6333333333333334,neighbor,1,
H453,H789,0.11666666666666659,0.4875,neighbor,2,
H454,H909,0.6166666666666667,0.3125,neighbor,1,
H454,H865,0.29999999999999993,0.3208333333333333,neighbor,0,
H454,H280,0.29999999999999993,0.175,sibling,1,3.0
H455,H526,0.8333333333333333,0.07083333333333335,sibling,0,3.0
H456,H89,0.8166666666666667,0.39166666666666666,neighbor,1,
H456,H316,0.7166666666666666,0.1916666666666667,cousin,2,2.0
H456,H222,0.11666666666666659,0.6875000000000001,cousin,1,2.0
H457,H287,0.04999999999999993,0.7541666666666667,sibling,2,3.0
H458,H606,0.9333333333333333,0.2416666666666667,neighbor,2,
H459,H861,0.9833333333333334,0.8166666666666668,neighbor,0,
H459,H469,0.3833333333333333,0.8958333333333334,other,1,1.0
H460,H79,0.18333333333333335,0.3083333333333333,sibling,1,3.0
H460,H374,0.16666666666666663,0.4666666666666666,cousin,0,2.0
H460,H633,0.33333333333333326,0.4791666666666667,sibling,1,3.0
H460,H980,0.9833333333333334,0.10833333333333332,cousin,2,2.0
H461,H938,0.6000000000000001,0.275,sibling,2,3.0
H461,H268,0.016666666666666607,0.1375,neighbor,1,
H461,H571,0.16666666666666663,0.4458333333333333,sibling,2,3.0
H462,H546,0.04999999999999993,0.6125,cousin,0,2.0
H462,H282,0.06666666666666665,0.8791666666666668,neighbor,1,
H462,H818,0.9333333333333333,0.3083333333333333,other,1,1.0
H462,H566,0.19999999999999996,0.6000000000000001,other,0,1.0
H463,H326,0.16666666666666663,0.8333333333333335,sibling,2,3.0
H463,H198,0.2833333333333332,0.02083333333333333,neighbor,0,
H464,H121,0.6500000000000001,0.8041666666666667,cousin,1,2.0
H464,H289,0.2333333333333334,0.4666666666666666,sibling,2,3.0
H464,H329,0.8166666666666667,0.4083333333333334,neighbor,1,
H465,H613,0.6166666666666667,0.28750000000000003,cousin,2,2.0
H466,H632,0.1333333333333333,0.8541666666666667,neighbor,2,
H466,H575,0.5666666666666667,0.26666666666666666,cousin,2,2.0
H466,H304,0.5833333333333333,0.01666666666666667,sibling,2,3.0
H467,H378,0.2666666666666667,0.6916666666666668,neighbor,2,
H467,H132,0.55,0.9333333333333333,neighbor,2,
H468,H35,0.5,0.9666666666666667,neighbor,1,
H468,H737,0.43333333333333335,0.175,other,1,1.0
H468,H355,0.5333333333333332,0.5916666666666668,other,2,1.0
H468,H484,0.18333333333333335,0.39166666666666666,sibling,2,3.0
H469,H601,0.9333333333333333,0.9416666666666667,cousin,2,2.0
H469,H784,0.7,0.037500000000000006,neighbor,0,
H469,H826,0.033333333333333215,0.6708333333333334,cousin,0,2.0
H470,H255,0.06666666666666665,0.02083333333333333,neighbor,1,
H470,H371,0.8999999999999999,0.05416666666666667,sibling,0,3.0
H470,H978,0.6000000000000001,0.22499999999999998,other,2,1.0
H470,H276,0.5666666666666667,0.7083333333333334,sibling,0,3.0
H471,H712,0.5333333333333332,0.09583333333333334,cousin,0,2.0
H471,H689,0.8,0.037500000000000006,sibling,2,3.0
H472,H806,0.9166666666666665,0.7958333333333333,sibling,1,3.0
H472,H859,0.2833333333333332,1.0,cousin,2,2.0
H473,H727,0.4666666666666668,0.8500000000000001,neighbor,0,
H473,H931,0.3999999999999999,0.175,cousin,1,2.0
H474,H327,0.9166666666666665,0.15416666666666667,other,1,1.0
H474,H862,0.6333333333333333,0.5375,cousin,2,2.0
H475,H71,0.44999999999999996,0.17083333333333334,other,2,1.0
H475,H222,0.4666666666666668,0.8208333333333333,sibling,0,3.0
H475,H389,0.6666666666666667,0.675,neighbor,2,
H476,H47,0.9166666666666665,0.2791666666666667,cousin,0,2.0
H477,H890,0.4666666666666668,0.3083333333333333,other,0,1.0
H477,H191,0.75,0.7875000000000001,sibling,1,3.0
H478,H660,0.5333333333333332,0.7208333333333334,other,2,1.0
H478,H945,0.8166666666666667,0.775,cousin,2,2.0
H478,H380,0.6500000000000001,0.6208333333333335,cousin,1,2.0
H478,H878,0.08333333333333326,0.5375,other,2,1.0
H479,H223,0.5833333333333333,0.7791666666666667,other,0,1.0
H479,H952,0.08333333333333326,0.2625,neighbor,2,
H479,H97,0.6500000000000001,0.6791666666666667,sibling,0,3.0
H479,H770,0.4666666666666668,0.0625,other,2,1.0
H480,H635,0.6833333333333333,0.6291666666666668,other,2,1.0
H480,H7,0.6500000000000001,0.5208333333333335,cousin,0,2.0
H481,H10,0.4666666666666668,0.175,sibling,2,3.0
H482,H240,0.48333333333333317,0.6166666666666668,other,2,1.0
H482,H540,0.9833333333333334,0.02083333333333333,other,1,1.0
H482,H604,0.2666666666666667,0.2625,neighbor,2,
H482,H591,0.7666666666666666,0.7666666666666667,neighbor,2,
H483,H1,0.34999999999999987,0.6541666666666667,sibling,0,3.0
H483,H668,0.55,0.2416666666666667,other,2,1.0
H483,H463,0.08333333333333326,0.7250000000000001,sibling,1,3.0
H484,H798,0.5666666666666667,0.0625,other,2,1.0
H485,H208,0.16666666666666663,0.5833333333333334,cousin,2,2.0
H486,H30,0.8,0.2625,other,1,1.0
H487,H149,0.1499999999999999,0.3458333333333333,neighbor,1,
H487,H369,0.04999999999999993,0.9916666666666668,cousin,2,2.0
H488,H103,0.9166666666666665,0.16666666666666669,other,2,1.0
H489,H448,0.5666666666666667,0.9333333333333333,cousin,2,2.0
H489,H835,0.1499999999999999,0.6458333333333334,sibling,0,3.0
H489,H340,0.7,0.46249999999999997,sibling,1,3.0
H490,H953,0.41666666666666674,0.8625,cousin,1,2.0
H491,H199,0.6000000000000001,0.3625,other,2,1.0
H492,H940,0.5,0.8708333333333333,neighbor,2,
H492,H437,0.8166666666666667,0.5250000000000001,cousin,2,2.0
H492,H76,0.8166666666666667,0.5958333333333334,sibling,1,3.0
H493,H129,0.34999999999999987,0.07916666666666666,cousin,0,2.0
H493,H738,0.9166666666666665,0.8208333333333333,neighbor,2,
H494,H264,0.75,0.4583333333333333,cousin,0,2.0
H494,H977,0.6500000000000001,0.5250000000000001,sibling,0,3.0
H494,H84,0.033333333333333215,0.11666666666666668,neighbor,2,
H494,H290,0.18333333333333335,0.35,sibling,2,3.0
H495,H269,0.16666666666666663,0.2458333333333333,other,0,1.0
H496,H463,0.9833333333333334,0.4666666666666666,cousin,2,2.0
H496,H191,0.9666666666666666,0.9166666666666666,cousin,2,2.0
H496,H119,0.41666666666666674,0.15416666666666667,cousin,0,2.0
H497,H300,0.4666666666666668,0.46249999999999997,other,1,1.0
H498,H510,0.8666666666666667,0.7291666666666667,cousin,2,2.0
H499,H522,0.31666666666666654,0.1333333333333333,neighbor,2,
H499,H457,0.2833333333333332,0.36666666666666664,other,0,1.0
H499,H32,0.016666666666666607,0.5833333333333334,cousin,0,2.0
H499,H88,0.5166666666666666,0.7708333333333334,cousin,2,2.0
H500,H457,0.6833333333333333,0.7916666666666667,cousin,2,2.0
H501,H569,0.6833333333333333,0.5666666666666668,neighbor,0,
H501,H914,0.9666666666666666,0.4958333333333334,other,1,1.0
H501,H672,0.9666666666666666,0.6958333333333334,sibling,0,3.0
H501,H99,0.5666666666666667,0.7958333333333333,sibling,2,3.0
H502,H383,0.8833333333333333,0.6208333333333335,other,0,1.0
H502,H478,0.5833333333333333,0.1875,sibling,1,3.0
H503,H564,0.8333333333333333,0.7083333333333334,cousin,2,2.0
H503,H654,0.16666666666666663,0.5250000000000001,neighbor,0,
H503,H848,0.7333333333333332,0.037500000000000006,neighbor,2,
H503,H669,0.29999999999999993,0.15000000000000002,sibling,0,3.0
H504,H907,0.7166666666666666,0.12916666666666665,neighbor,1,
H504,H580,0.5,0.9791666666666669,other,2,1.0
H504,H202,0.6333333333333333,0.125,other,0,1.0
H504,H45,0.41666666666666674,0.8666666666666668,sibling,0,3.0
H505,H529,0.8833333333333333,0.024999999999999994,cousin,0,2.0
H505,H177,0.4666666666666668,0.7291666666666667,cousin,1,2.0
H505,H423,0.95,0.9791666666666669,neighbor,1,
H505,H366,0.11666666666666659,0.9375000000000001,sibling,0,3.0
H506,H206,0.6833333333333333,0.1333333333333333,cousin,0,2.0
H506,H385,0.29999999999999993,0.7041666666666667,cousin,2,2.0
H506,H152,0.55,0.6291666666666668,other,0,1.0
H506,H193,0.2666666666666667,0.5125000000000001,sibling,0,3.0
H507,H184,0.6333333333333333,0.2708333333333333,cousin,1,2.0
H507,H769,0.48333333333333317,0.7416666666666667,neighbor,0,
H507,H705,0.7833333333333332,0.07916666666666666,sibling,1,3.0
H508,H806,0.6500000000000001,0.6416666666666667,neighbor,2,
H508,H739,0.5833333333333333,0.3458333333333333,cousin,1,2.0
H509,H146,0.7,0.06666666666666667,neighbor,1,
H509,H237,0.7166666666666666,0.4791666666666667,cousin,1,2.0
H510,H622,0.16666666666666663,0.7041666666666667,cousin,1,2.0
H511,H303,0.2333333333333334,0.15416666666666667,cousin,0,2.0
H511,H412,0.6333333333333333,0.3333333333333333,cousin,0,2.0
H511,H379,0.43333333333333335,0.2,sibling,1,3.0
H512,H588,0.33333333333333326,0.9,sibling,0,3.0
H512,H124,0.9333333333333333,0.9375000000000001,cousin,2,2.0
H512,H947,0.44999999999999996,0.5333333333333333,other,2,1.0
H512,H504,0.2333333333333334,0.9500000000000001,cousin,1,2.0
H513,H562,0.9333333333333333,0.8875000000000001,other,0,1.0
H514,H7,0.9833333333333334,0.44166666666666665,neighbor,2,
H515,H635,0.95,0.08333333333333333,other,1,1.0
H516,H547,0.6166666666666667,0.8666666666666668,neighbor,0,
H516,H966,0.5666666666666667,0.43749999999999994,other,0,1.0
H516,H124,1.0,0.004166666666666666,cousin,1,2.0
H517,H75,0.44999999999999996,0.36666666666666664,sibling,2,3.0
H518,H501,0.06666666666666665,0.43749999999999994,neighbor,2,
H518,H854,0.2666666666666667,0.5166666666666667,sibling,1,3.0
H518,H424,0.7833333333333332,0.2458333333333333,cousin,0,2.0
H518,H876,0.95,0.38333333333333336,other,0,1.0
H519,H259,0.8,0.6583333333333333,neighbor,2,
H519,H691,0.6666666666666667,0.3333333333333333,sibling,1,3.0
H519,H763,0.8,0.37083333333333335,cousin,0,2.0
H520,H840,0.18333333333333335,0.37083333333333335,sibling,2,3.0
H521,H167,0.48333333333333317,0.6416666666666667,cousin,2,2.0
H521,H818,0.9666666666666666,0.9416666666666667,neighbor,0,
H521,H245,0.11666666666666659,0.037500000000000006,cousin,2,2.0
